vehicle_id,vehicle_type,battery_capacity_kwh,vehicle_model,vehicle_age,motor_power_kw,vehicle_weight_kg,state_of_charge,battery_temperature,battery_voltage,battery_current,battery_cycles,battery_health,charging_type,charging_time,average_speed,maximum_speed,acceleration,driving_style,distance_travelled,regenerative_braking,outside_temperature,humidity,road_condition,traffic_level,terrain,wind_speed,ac_usage,passenger_load,headlight_usage,infotainment_usage,energy_consumption_kwh_per_100km,estimated_range_km
EV118966,Scooty,2.84,Ola S1 Pro,2.38,8.18,94.5,13.77,28.94,70.82,43.41,1423,91.2,AC,0.33,38.52,109.73,2.26,Eco,54.18,50.31,38.41,64.88,Poor,Medium,Flat,3.74,Low,1,On,On,8.0,5.0
EV118967,Car,64.22,Hyundai Ioniq 5,0.39,97.44,1739.9,65.63,36.02,279.26,55.04,492,96.79,DC Fast,0.75,35.85,61.22,0.93,Normal,101.32,55.38,21.5,46.26,Good,Medium,Mixed,10.21,High,3,Off,On,27.54,148.11
EV118968,Car,80.75,Mahindra XUV400,2.19,89.6,1477.0,79.1,29.8,355.2,100.58,1127,96.33,DC Fast,0.99,21.13,86.94,2.94,Aggressive,79.55,56.73,28.96,57.85,Good,Medium,Flat,8.83,Low,4,Off,On,25.11,245.03
EV118969,Car,75.24,Tata Nexon EV,7.08,127.03,1133.2,36.86,35.5,359.89,69.89,1362,87.75,DC Fast,0.83,41.27,66.97,1.58,Normal,138.61,57.72,32.96,58.58,Average,Very High,Flat,10.67,Off,2,Off,On,23.94,101.64
EV118970,Car,70.82,BYD Atto 3,6.2,154.22,2258.0,91.56,29.22,368.09,111.59,969,86.36,DC Fast,0.94,42.6,108.42,3.81,Eco,101.69,69.75,29.9,63.58,Average,Medium,Hilly,16.68,Off,3,On,On,27.53,203.39
EV118971,Car,56.3,BYD Atto 3,10.44,97.19,1292.7,98.22,24.17,360.91,16.14,1638,83.28,AC,7.45,24.28,60.96,2.49,Aggressive,317.42,61.56,27.53,32.28,Good,Medium,Mixed,16.58,Medium,2,Off,On,29.26,157.41
EV118972,Car,80.27,MG ZS EV,6.62,112.19,1514.7,58.78,40.38,347.93,111.16,978,89.74,AC,9.89,67.59,138.33,3.53,Aggressive,724.56,58.35,28.8,38.7,Excellent,Medium,Flat,16.91,Off,1,On,On,25.21,167.98
EV118973,Car,47.12,BYD Atto 3,3.64,94.77,1281.6,45.47,34.42,389.26,60.98,880,91.31,DC Fast,0.69,48.24,91.46,2.69,Normal,164.43,74.19,30.03,63.2,Excellent,Medium,Flat,13.13,High,3,On,On,19.52,100.22
EV118974,Car,61.88,Tata Tiago EV,1.45,168.97,2267.9,18.59,27.08,372.73,80.02,1081,94.39,AC,7.38,56.49,92.87,3.28,Normal,343.85,55.92,29.7,52.64,Average,High,Flat,9.65,Medium,3,Off,On,25.18,43.11
EV118975,Car,29.76,Tata Nexon EV,3.12,88.02,2142.5,60.58,24.94,358.61,104.17,1251,92.03,AC,3.66,44.72,77.4,2.97,Eco,222.31,52.13,33.72,76.97,Good,Medium,Flat,0.73,Medium,5,Off,On,18.92,87.7
EV118976,Car,29.93,Tata Tiago EV,6.33,75.89,1970.4,47.81,26.34,350.76,56.14,1078,88.44,AC,3.09,36.63,71.33,1.09,Eco,185.66,71.91,29.37,74.99,Average,Medium,Flat,13.45,Off,3,On,On,20.1,62.96
EV118977,Bus,166.41,Olectra C9,12.8,299.35,17138.4,16.91,35.81,665.78,179.48,1770,79.77,Depot Fast,0.96,27.9,63.29,1.24,Aggressive,75.44,59.15,22.44,32.77,Average,Medium,Mixed,1.41,Low,29,Off,Off,133.69,16.79
EV118978,Car,41.05,BYD Atto 3,3.28,146.95,1914.3,45.87,30.97,353.55,89.42,1353,87.62,DC Fast,0.49,70.75,99.49,2.33,Normal,104.71,63.04,31.46,78.15,Good,Medium,Hilly,9.56,Medium,4,Off,On,29.47,55.98
EV118979,Scooty,4.95,TVS iQube,3.4,3.29,132.2,76.61,27.87,61.46,53.44,1025,92.8,Fast Charging,0.89,44.39,123.23,1.74,Eco,58.78,20.45,41.35,66.44,Poor,Medium,Flat,16.42,Off,1,Off,On,8.0,43.95
EV118980,Car,31.64,MG ZS EV,0.56,49.76,2046.3,8.05,33.93,319.1,42.08,842,97.88,DC Fast,0.5,73.34,123.57,2.53,Normal,207.44,61.09,35.16,36.18,Excellent,Medium,Flat,15.21,Medium,1,On,On,22.92,10.87
EV118981,Car,28.99,MG ZS EV,10.97,119.58,1564.3,44.2,52.56,342.05,66.65,1267,88.45,AC,3.88,39.86,66.55,2.81,Normal,297.8,59.79,26.89,62.87,Average,Medium,Hilly,15.86,Low,4,Off,On,26.26,43.16
EV118982,Car,42.37,Mahindra XUV400,6.51,77.13,2100.8,16.11,27.14,371.86,101.39,966,90.36,AC,4.41,33.18,103.0,1.31,Aggressive,212.54,60.2,35.54,52.84,Good,Low,Mixed,0.0,Medium,1,Off,On,25.52,24.16
EV118983,Car,56.34,Tata Tiago EV,6.28,106.23,1755.9,24.39,29.2,333.21,81.27,1159,91.67,AC,5.62,39.95,84.17,2.52,Eco,100.74,59.96,30.26,76.77,Poor,Medium,Flat,10.3,Off,1,On,On,20.19,62.39
EV118984,Scooty,5.47,Ola S1 Pro,3.43,3.79,107.5,93.64,29.0,61.1,7.89,1170,94.73,AC,0.61,52.59,109.01,1.72,Normal,166.1,51.43,32.48,78.13,Excellent,Medium,Mixed,7.68,High,1,On,On,8.0,60.69
EV118985,Car,73.26,Mahindra XUV400,8.87,126.79,1150.6,63.25,31.3,323.13,55.95,1589,87.03,DC Fast,1.07,21.34,81.36,1.89,Normal,267.51,62.5,25.66,81.06,Good,Medium,Hilly,8.06,Off,3,Off,On,24.03,167.81
EV118986,Car,47.3,Tata Tiago EV,2.98,143.3,1559.2,27.02,33.04,342.37,87.7,1224,94.29,DC Fast,0.71,63.44,142.07,2.46,Normal,276.04,65.96,29.32,69.46,Average,High,Flat,9.99,Medium,3,On,On,25.45,47.35
EV118987,Car,45.85,Hyundai Ioniq 5,1.86,116.54,1354.8,40.06,17.16,416.14,50.78,719,97.63,AC,5.31,50.73,108.2,3.13,Eco,407.2,70.93,31.41,81.77,Average,High,Flat,15.63,Low,4,Off,On,24.3,73.8
EV118988,Car,53.23,BYD Atto 3,10.34,128.93,2265.6,95.23,15.75,329.73,74.89,1580,83.4,AC,6.61,40.97,71.28,1.85,Normal,338.96,76.49,24.69,78.15,Excellent,High,Flat,11.4,Off,5,Off,On,23.08,183.19
EV118989,Car,44.36,Mahindra XUV400,6.25,160.79,2113.6,27.27,36.84,359.42,88.62,1380,87.5,DC Fast,0.57,63.06,101.6,2.56,Normal,98.69,45.47,29.2,48.38,Excellent,Low,Mixed,4.24,Medium,5,On,Off,23.12,45.79
EV118990,Car,66.84,Mahindra XUV400,7.96,168.63,2295.8,45.76,25.57,367.77,5.0,1907,86.24,DC Fast,0.74,42.88,106.02,2.71,Eco,169.84,79.6,27.32,47.56,Average,Low,Mixed,7.99,Low,2,On,On,21.38,123.35
EV118991,Car,39.52,Tata Tiago EV,2.56,66.45,2124.6,47.61,29.1,399.82,128.55,1278,90.69,AC,4.86,56.22,121.44,2.44,Normal,135.27,79.1,22.43,65.72,Good,Medium,Hilly,16.27,Off,2,Off,On,26.96,63.3
EV118992,Car,75.35,Tata Nexon EV,2.14,143.86,1391.3,33.23,38.54,392.2,92.06,915,95.38,AC,7.17,39.69,98.7,2.75,Normal,85.5,67.85,30.98,86.69,Average,Very High,Flat,12.07,Low,5,Off,On,24.99,95.53
EV118993,Scooty,5.49,Ola S1 Pro,7.32,10.27,112.5,80.05,28.67,63.78,22.19,1414,91.98,AC,0.63,47.05,116.73,1.49,Normal,120.86,55.19,18.66,40.56,Average,Medium,Flat,14.51,Off,1,Off,On,7.16,56.47
EV118994,Car,75.11,Tata Tiago EV,0.61,162.82,1779.5,34.37,41.41,387.58,84.99,455,96.77,DC Fast,1.06,49.81,92.19,1.28,Aggressive,166.32,49.96,17.43,60.74,Average,High,Mixed,4.79,Off,5,Off,On,29.62,84.34
EV118995,Bus,211.62,JBM ECOLIFE,4.74,151.31,9583.3,56.16,21.22,641.92,217.46,1321,90.81,DC Fast,2.64,30.15,69.75,1.26,Normal,240.18,88.33,28.32,63.82,Average,High,Flat,9.75,Off,42,On,On,114.59,94.17
EV118996,Car,34.74,Hyundai Ioniq 5,6.44,57.39,2160.3,46.41,39.23,378.69,83.53,1457,92.49,AC,4.36,31.07,75.96,1.67,Normal,94.63,59.87,28.57,66.73,Good,Medium,Flat,3.68,Off,2,On,Off,19.89,74.95
EV118997,Car,72.19,Tata Tiago EV,1.29,56.02,1346.8,58.79,27.43,349.57,120.77,887,92.46,AC,8.51,51.39,119.23,1.84,Aggressive,390.29,41.29,14.32,80.4,Average,Medium,Flat,8.58,Medium,5,Off,Off,27.63,142.01
EV118998,Scooty,2.79,Hero Vida V1,5.15,3.03,98.7,62.45,33.22,54.11,49.47,1311,89.84,AC,0.35,57.83,125.0,2.72,Normal,105.27,68.54,43.2,53.94,Good,Medium,Mixed,7.6,Off,1,On,On,8.0,19.58
EV118999,Car,68.44,MG ZS EV,8.93,124.62,1935.2,14.28,26.35,418.41,50.18,2043,82.63,DC Fast,0.83,55.68,95.07,2.66,Normal,44.81,40.73,23.54,70.75,Good,Low,Flat,6.0,Low,2,On,On,21.66,37.28
EV119000,Car,57.27,BYD Atto 3,11.08,45.16,1732.9,9.75,21.27,400.24,90.04,1895,79.4,DC Fast,0.67,56.45,85.26,2.38,Eco,147.06,58.25,30.84,66.1,Average,Medium,Hilly,14.11,Medium,3,Off,On,30.12,14.72
EV119001,Bus,328.61,Tata Starbus EV,11.84,162.84,16008.0,97.58,31.89,497.49,157.98,1902,74.25,Depot Fast,1.54,26.41,74.01,0.83,Normal,269.32,76.98,19.76,76.16,Poor,High,Flat,4.3,Low,39,Off,On,142.45,167.14
EV119002,Bus,313.93,Tata Starbus EV,2.95,224.42,14522.7,19.75,43.93,614.63,287.78,850,92.14,Depot Fast,1.37,35.11,81.14,1.24,Aggressive,61.81,93.18,34.47,78.21,Excellent,Medium,Flat,11.84,Off,27,Off,On,133.49,42.79
EV119003,Car,34.68,Tata Tiago EV,4.76,76.84,1603.9,35.4,28.86,394.34,54.42,1209,91.9,AC,3.36,48.01,110.44,1.54,Normal,83.31,61.25,33.8,46.98,Good,High,Flat,10.51,Medium,2,On,Off,21.84,51.66
EV119004,Car,63.85,Tata Tiago EV,11.84,154.8,2161.0,99.25,10.38,355.27,50.08,1752,77.17,DC Fast,0.83,44.42,104.78,2.25,Normal,93.41,87.19,38.52,75.13,Good,Low,Flat,12.03,Off,4,Off,On,20.5,238.54
EV119005,Scooty,7.61,Bajaj Chetak,2.83,3.4,133.7,31.84,48.88,61.44,16.58,858,94.67,AC,0.8,39.41,98.06,2.25,Aggressive,169.3,58.69,25.38,60.37,Average,High,Flat,17.27,Low,1,Off,On,8.0,28.7
EV119006,Bus,224.81,JBM ECOLIFE,11.32,228.52,8303.4,63.37,9.59,634.85,300.54,2126,78.26,DC Fast,2.91,24.48,51.63,1.56,Eco,348.56,100.0,38.73,86.25,Good,Medium,Hilly,7.73,Medium,17,Off,On,122.6,90.95
EV119007,Car,57.49,BYD Atto 3,10.67,131.06,1494.0,90.66,24.89,342.5,67.95,1975,80.86,DC Fast,0.8,45.13,78.63,3.12,Eco,113.56,59.26,42.23,40.09,Good,Low,Flat,0.0,Low,3,On,On,13.38,314.98
EV119008,Car,45.45,Mahindra XUV400,8.91,122.46,2227.4,18.21,30.38,317.82,114.14,1244,90.1,AC,4.23,51.02,89.96,1.64,Eco,44.06,85.22,16.02,44.67,Poor,Medium,Hilly,10.53,Medium,5,Off,On,27.64,26.98
EV119009,Scooty,8.4,Hero Vida V1,6.93,8.57,93.7,88.16,11.61,58.56,19.33,1122,83.56,Fast Charging,1.16,36.7,75.49,2.08,Normal,67.34,60.31,29.82,80.44,Good,Low,Mixed,14.74,Off,1,Off,Off,8.0,77.34
EV119010,Car,36.59,Tata Nexon EV,10.72,120.62,1896.9,75.31,19.72,324.58,73.83,1681,81.94,AC,3.52,66.59,140.11,2.91,Eco,123.92,83.54,25.45,69.91,Excellent,Low,Mixed,8.06,Off,3,Off,Off,18.28,123.52
EV119011,Scooty,6.33,Ola S1 Pro,7.62,7.92,154.5,56.95,25.25,69.1,32.28,1404,88.05,AC,0.72,33.71,65.21,1.63,Normal,99.52,42.54,32.91,29.6,Good,Low,Mixed,0.45,Medium,1,On,On,8.0,39.68
EV119012,Car,38.09,MG ZS EV,1.6,119.96,1593.1,31.45,34.72,357.18,110.09,1303,94.05,DC Fast,0.51,58.17,105.7,4.11,Normal,143.11,72.53,22.91,46.06,Excellent,Low,Hilly,17.41,Low,2,Off,On,24.38,46.23
EV119013,Scooty,4.69,Bajaj Chetak,0.18,9.38,128.8,31.82,38.34,53.32,50.56,497,99.54,AC,0.61,46.07,88.7,2.37,Aggressive,33.72,19.21,47.9,46.35,Average,High,Mixed,11.87,Medium,1,On,On,8.0,18.59
EV119014,Car,25.79,Hyundai Ioniq 5,1.02,166.2,1978.2,61.61,20.34,343.15,118.92,852,98.47,DC Fast,0.3,38.43,113.25,0.82,Aggressive,224.67,54.27,46.9,45.12,Average,High,Flat,13.09,Low,3,On,On,27.36,57.19
EV119015,Car,30.93,BYD Atto 3,11.22,147.23,1835.4,82.01,27.15,330.0,158.39,1758,78.95,DC Fast,0.48,70.44,128.61,3.6,Eco,229.67,60.01,28.21,78.52,Good,High,Flat,12.05,Off,2,Off,Off,21.66,92.45
EV119016,Car,25.95,MG ZS EV,6.47,93.25,1460.2,86.95,25.23,324.56,124.21,846,94.99,AC,2.61,22.54,69.34,2.43,Eco,23.26,57.48,32.54,31.39,Good,Medium,Flat,13.45,Medium,3,On,On,18.89,113.43
EV119017,Car,27.61,BYD Atto 3,3.18,55.25,1269.8,44.25,39.87,322.31,80.36,1023,93.13,DC Fast,0.32,63.39,99.61,2.23,Normal,131.42,80.83,24.66,87.14,Average,Low,Mixed,9.13,Medium,4,Off,On,22.56,50.43
EV119018,Car,26.49,Tata Nexon EV,10.03,84.51,1283.0,87.76,19.3,428.89,75.38,1108,81.8,AC,2.98,32.66,81.17,0.76,Aggressive,169.76,65.36,33.52,69.0,Excellent,Medium,Hilly,11.38,Low,2,Off,Off,27.51,69.12
EV119019,Car,40.95,Tata Nexon EV,4.13,138.97,1918.9,38.3,35.74,326.54,51.75,1193,92.11,AC,4.91,74.89,154.3,1.81,Normal,294.48,74.64,31.8,54.35,Good,High,Flat,14.72,Low,1,Off,On,20.75,69.62
EV119020,Bus,175.15,Tata Starbus EV,2.62,220.1,12604.2,51.32,14.66,672.27,377.87,767,94.48,AC,12.0,31.8,90.88,1.81,Normal,59.93,77.5,24.84,15.0,Poor,Medium,Flat,12.68,Medium,34,Off,Off,133.19,63.76
EV119021,Car,73.44,Tata Nexon EV,11.25,132.35,1473.4,29.91,31.42,374.65,55.09,1907,87.56,AC,9.4,47.28,89.34,2.55,Normal,30.05,49.28,27.35,46.66,Excellent,Medium,Flat,4.51,Medium,3,Off,On,20.36,94.43
EV119022,Scooty,5.22,Ather 450X,7.92,10.33,134.9,9.21,28.52,62.04,32.99,1981,82.33,AC,0.49,74.98,125.0,0.73,Normal,35.45,51.12,27.65,91.04,Good,Medium,Mixed,1.77,High,1,Off,Off,8.0,5.0
EV119023,Car,28.8,BYD Atto 3,11.66,68.12,1215.0,46.06,30.87,412.91,119.83,1365,86.44,DC Fast,0.34,31.95,98.78,1.97,Eco,91.25,75.77,30.7,55.31,Average,Medium,Flat,14.11,Off,2,On,On,17.63,65.05
EV119024,Scooty,3.43,Bajaj Chetak,4.93,9.99,155.4,82.52,24.41,54.86,37.04,679,89.41,AC,0.37,9.26,64.95,1.48,Eco,93.74,63.77,23.32,62.14,Average,Very High,Mixed,8.85,Off,1,On,On,8.0,31.66
EV119025,Car,71.28,Tata Nexon EV,6.23,102.8,1773.3,72.81,27.87,306.17,14.99,1172,90.97,DC Fast,0.87,72.97,114.59,2.67,Eco,29.02,61.01,45.54,57.47,Excellent,Low,Flat,10.69,Low,4,On,On,18.47,255.56
EV119026,Car,35.17,MG ZS EV,2.98,114.31,1416.5,22.15,26.35,411.58,32.3,1279,92.56,DC Fast,0.46,40.12,65.96,2.55,Normal,146.62,74.96,29.4,59.07,Poor,Medium,Flat,11.59,Medium,2,On,On,24.33,29.63
EV119027,Car,49.78,Mahindra XUV400,0.33,135.57,2033.7,44.46,29.4,352.45,100.31,683,97.0,AC,4.76,71.56,109.39,2.98,Normal,11.27,63.47,20.42,70.13,Excellent,Medium,Hilly,13.01,Low,4,Off,On,27.39,78.38
EV119028,Car,58.55,Mahindra XUV400,4.87,123.27,1879.2,28.75,31.66,300.23,67.25,1058,87.27,AC,6.46,48.37,115.85,1.73,Eco,90.95,81.89,30.02,57.05,Good,High,Flat,5.5,Off,1,Off,On,21.34,68.84
EV119029,Scooty,2.86,Hero Vida V1,1.75,10.33,124.2,80.01,23.2,57.25,72.56,371,96.11,AC,0.38,32.89,76.63,2.84,Normal,224.24,68.11,26.35,69.33,Average,Very High,Flat,5.32,Off,1,On,Off,8.0,27.48
EV119030,Scooty,6.6,Hero Vida V1,5.09,5.89,125.0,87.76,50.47,73.17,13.48,1027,90.78,AC,0.63,14.46,45.7,2.92,Normal,40.09,46.92,22.76,43.21,Poor,Low,Flat,9.8,Off,1,Off,Off,8.0,65.71
EV119031,Scooty,4.33,Ola S1 Pro,1.53,6.41,93.6,37.35,36.66,58.94,5.0,794,98.07,Fast Charging,0.81,57.59,125.0,1.39,Aggressive,25.99,42.27,24.23,54.58,Good,High,Flat,17.35,Low,1,On,On,8.0,19.82
EV119032,Scooty,2.62,Ola S1 Pro,1.01,8.09,115.0,49.89,35.78,67.5,29.06,808,96.47,AC,0.25,43.49,120.76,2.96,Normal,67.86,17.61,40.89,45.87,Excellent,Medium,Mixed,12.14,Low,1,On,On,8.0,15.79
EV119033,Scooty,7.84,Ola S1 Pro,6.87,6.05,150.6,85.36,36.4,62.03,52.07,1327,89.7,AC,0.92,50.29,87.99,1.73,Aggressive,199.83,60.34,27.87,75.66,Good,Medium,Hilly,5.37,High,1,Off,On,8.0,75.02
EV119034,Bus,209.01,Ashok Leyland Switch,11.54,213.96,8868.0,24.01,24.43,661.93,388.87,1867,77.78,DC Fast,2.95,32.77,93.79,0.61,Normal,309.04,80.28,24.83,76.18,Good,Medium,Flat,16.57,Low,36,On,Off,113.76,34.31
EV119035,Scooty,5.08,Ather 450X,1.77,10.91,135.7,19.94,46.3,59.91,23.41,1072,92.27,AC,0.48,44.45,99.39,2.91,Normal,34.93,69.88,32.89,50.83,Good,Medium,Hilly,17.24,High,1,Off,On,8.0,11.67
EV119036,Car,37.74,Tata Nexon EV,5.23,136.36,1870.1,72.33,30.68,331.84,112.62,961,91.07,AC,4.92,45.94,96.89,2.76,Normal,282.12,72.22,36.94,59.07,Good,High,Flat,7.22,Medium,1,On,Off,21.17,117.42
EV119037,Car,51.55,Mahindra XUV400,6.34,130.03,1571.6,72.16,32.8,401.4,54.31,1207,90.98,AC,5.6,60.44,124.41,2.5,Eco,388.17,86.41,23.54,54.13,Average,Medium,Flat,15.0,Low,4,On,Off,19.46,173.89
EV119038,Car,67.31,Tata Nexon EV,3.57,120.61,1567.8,92.42,26.48,377.62,87.86,605,96.21,AC,7.28,54.84,95.04,3.69,Eco,416.94,64.17,16.58,58.98,Good,High,Mixed,1.99,Off,5,Off,On,19.75,302.96
EV119039,Scooty,8.0,Ola S1 Pro,4.41,8.11,138.8,50.04,12.58,54.53,17.74,845,90.98,AC,0.82,60.63,98.53,1.0,Normal,182.51,44.89,29.58,41.95,Excellent,Low,Flat,0.0,Off,1,Off,Off,4.71,77.41
EV119040,Car,69.41,Mahindra XUV400,9.6,153.42,1295.3,73.09,34.32,373.9,94.39,1486,89.23,DC Fast,0.88,51.53,88.91,3.11,Eco,175.06,53.11,19.59,92.37,Good,High,Mixed,10.26,High,5,Off,On,27.47,164.8
EV119041,Car,54.88,Hyundai Ioniq 5,8.99,61.48,1874.6,71.02,29.93,315.0,80.07,1292,85.71,AC,5.31,76.97,147.73,3.24,Normal,182.46,54.5,15.78,90.07,Good,Medium,Flat,14.07,Off,1,On,Off,21.48,155.52
EV119042,Scooty,2.62,Ather 450X,4.72,7.84,136.4,19.77,34.81,54.76,16.84,511,90.54,AC,0.25,43.32,68.8,1.78,Normal,10.93,74.81,31.94,77.19,Poor,Medium,Flat,11.21,Off,1,Off,Off,8.0,5.86
EV119043,Car,56.72,Mahindra XUV400,6.62,91.75,2126.1,62.82,18.78,389.43,30.47,1674,88.32,DC Fast,0.65,41.53,101.05,1.59,Eco,65.0,45.68,39.42,43.06,Good,High,Hilly,14.24,Low,3,Off,On,28.85,109.07
EV119044,Car,55.97,Mahindra XUV400,8.57,160.66,1295.3,27.38,31.71,332.53,66.71,1265,88.8,DC Fast,0.61,42.85,85.1,2.74,Normal,157.22,54.37,22.7,55.9,Excellent,Low,Mixed,9.83,High,4,On,On,21.23,64.08
EV119045,Scooty,6.3,Hero Vida V1,6.1,7.73,155.5,41.2,31.17,56.4,29.41,1152,92.89,AC,0.83,12.36,72.78,2.48,Normal,218.29,9.61,31.06,54.24,Poor,Very High,Mixed,1.24,Off,1,Off,Off,8.0,30.15
EV119046,Car,81.67,BYD Atto 3,2.39,66.42,1968.8,35.81,29.67,352.48,157.69,777,94.05,DC Fast,0.98,43.74,95.67,2.96,Eco,163.67,74.48,42.48,43.46,Good,High,Flat,14.05,Low,4,Off,On,21.68,126.88
EV119047,Car,34.7,BYD Atto 3,3.89,142.66,1233.1,29.54,37.5,401.22,65.76,995,92.12,DC Fast,0.44,37.52,95.95,2.32,Normal,185.62,55.95,39.39,50.15,Good,Medium,Flat,6.61,Low,4,Off,On,20.37,46.37
EV119048,Car,47.78,MG ZS EV,6.11,155.06,1515.7,17.73,30.74,343.68,85.55,1584,87.72,AC,6.07,63.4,120.8,2.3,Normal,319.32,86.35,27.37,60.37,Excellent,Medium,Flat,25.8,Off,3,Off,On,16.72,44.43
EV119049,Car,46.58,Tata Nexon EV,9.26,148.23,1286.4,23.51,13.69,414.09,78.75,1475,82.13,DC Fast,0.56,61.52,104.88,2.57,Aggressive,115.22,94.13,28.04,78.6,Good,High,Flat,14.46,High,4,On,On,25.63,35.09
EV119050,Car,61.41,Mahindra XUV400,9.5,126.47,1868.8,92.96,23.9,407.55,61.59,1250,85.86,DC Fast,0.89,43.42,73.95,2.17,Normal,119.58,67.68,36.08,69.18,Good,High,Hilly,11.78,Medium,3,Off,On,31.71,154.59
EV119051,Car,53.81,Hyundai Ioniq 5,10.52,144.61,1540.5,29.75,39.83,346.13,13.59,1451,83.21,AC,6.53,66.6,132.87,1.82,Aggressive,431.03,38.55,24.33,76.15,Poor,Medium,Flat,11.56,Off,4,Off,On,27.93,47.7
EV119052,Car,59.8,Mahindra XUV400,3.89,78.54,1822.3,18.97,31.87,333.29,59.82,1324,89.08,AC,5.86,40.42,93.12,2.92,Normal,434.81,54.88,24.43,47.23,Good,Medium,Hilly,0.22,Off,1,On,Off,25.72,39.29
EV119053,Scooty,2.95,Ola S1 Pro,2.96,6.68,129.5,11.75,55.0,64.24,18.63,1266,95.18,Fast Charging,0.51,31.02,68.7,2.13,Aggressive,148.56,72.93,21.61,71.57,Good,High,Hilly,7.9,Medium,1,Off,On,8.0,5.0
EV119054,Car,61.23,BYD Atto 3,3.43,60.62,2291.2,99.28,22.95,392.6,25.94,782,96.32,DC Fast,0.81,45.67,93.37,2.55,Normal,314.95,74.5,25.69,37.45,Poor,Medium,Flat,13.34,Medium,4,Off,On,28.61,204.65
EV119055,Car,34.87,Tata Nexon EV,7.91,131.57,1662.6,91.91,35.8,389.81,37.73,1603,83.87,AC,4.17,50.55,80.89,2.74,Normal,90.92,36.18,38.52,75.25,Good,High,Mixed,6.89,Medium,1,On,Off,22.74,118.22
EV119056,Car,69.68,Tata Nexon EV,3.57,72.8,1084.0,44.25,23.83,401.0,111.17,821,93.78,DC Fast,1.09,77.46,122.63,1.46,Aggressive,251.93,73.71,31.02,62.33,Average,Medium,Mixed,7.44,High,3,Off,On,28.04,103.13
EV119057,Car,69.88,Hyundai Ioniq 5,10.03,76.87,1467.0,38.36,18.24,263.06,5.79,1578,83.1,AC,8.85,42.2,67.79,3.43,Normal,252.48,55.73,33.79,57.82,Good,Medium,Flat,4.75,Low,4,Off,On,17.79,125.18
EV119058,Car,40.2,Tata Nexon EV,9.35,53.16,1846.6,82.86,25.03,385.91,44.64,1571,87.03,AC,4.46,48.98,78.11,1.38,Eco,500.63,65.36,21.32,67.9,Good,High,Mixed,7.66,High,2,On,Off,23.36,124.11
EV119059,Car,39.51,MG ZS EV,3.54,111.02,1187.9,96.24,29.06,357.18,85.28,655,92.9,DC Fast,0.44,54.74,91.75,2.51,Normal,181.82,58.87,48.0,80.66,Average,Low,Flat,13.98,Off,3,Off,On,20.03,176.36
EV119060,Car,77.22,Tata Nexon EV,11.08,134.52,1305.4,27.91,33.56,373.38,16.84,1499,84.32,DC Fast,1.1,45.18,103.05,2.54,Normal,143.73,22.33,24.73,21.29,Average,Medium,Mixed,16.48,High,3,Off,On,25.97,69.98
EV119061,Scooty,4.2,Hero Vida V1,7.56,6.18,126.8,20.17,26.39,70.44,21.58,884,85.61,AC,0.44,22.81,58.47,2.31,Normal,231.74,70.96,8.0,42.53,Excellent,High,Mixed,16.49,Medium,1,Off,On,8.0,9.07
EV119062,Car,25.6,MG ZS EV,3.87,167.34,1258.4,26.1,24.28,403.78,42.54,1057,94.24,DC Fast,0.34,40.67,107.56,0.75,Eco,93.83,59.86,24.84,52.68,Poor,High,Flat,12.15,High,2,On,On,25.48,24.71
EV119063,Bus,323.46,Olectra C9,10.04,342.51,8384.7,84.97,45.72,674.57,270.48,2878,82.41,DC Fast,3.89,15.08,50.22,1.62,Normal,121.21,76.42,38.31,50.7,Good,Medium,Flat,13.77,Off,53,Off,On,113.85,198.92
EV119064,Car,61.65,BYD Atto 3,10.25,45.03,1518.2,88.93,33.52,413.3,45.49,1606,83.02,DC Fast,0.94,63.67,103.6,2.15,Normal,245.18,62.33,22.38,50.42,Good,Very High,Flat,16.72,Off,2,Off,On,25.17,180.83
EV119065,Scooty,5.02,Hero Vida V1,3.36,3.92,141.7,15.79,23.51,60.08,32.77,1501,90.04,AC,0.53,25.84,66.01,1.65,Normal,41.71,69.94,31.03,70.31,Average,High,Flat,7.06,Medium,1,On,Off,8.0,8.91
EV119066,Car,46.59,BYD Atto 3,2.47,167.19,1254.9,70.8,41.59,353.73,52.83,1222,94.16,AC,5.85,18.47,96.8,2.34,Normal,354.75,78.39,32.3,47.88,Good,Low,Flat,7.14,High,3,Off,On,14.08,220.56
EV119067,Scooty,4.85,Ather 450X,3.31,3.77,120.2,38.19,26.43,70.67,40.08,1039,92.71,AC,0.59,42.24,98.28,1.88,Normal,95.88,57.74,37.12,98.0,Good,Low,Hilly,13.04,Medium,1,Off,On,8.0,21.46
EV119068,Bus,269.93,JBM ECOLIFE,1.09,255.19,9464.7,99.65,43.29,577.8,212.26,634,100.0,DC Fast,3.32,35.74,67.35,1.24,Eco,598.56,45.34,32.4,85.93,Good,Low,Mixed,7.56,Off,39,On,On,117.26,229.4
EV119069,Car,66.48,Tata Tiago EV,0.54,49.93,1304.9,85.52,20.74,388.06,144.02,682,99.24,AC,7.13,39.97,69.94,1.06,Normal,148.03,50.35,32.89,67.74,Average,Medium,Flat,17.71,High,2,On,Off,21.91,257.51
